Query Sequence	GO:EggNOG GO Molecular
jg12110.t1	GO:0019888-protein phosphatase regulator activity(L=4)
jg12108.t1	GO:0001883-purine nucleoside binding(L=4)
jg12108.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12108.t1	GO:0017076-purine nucleotide binding(L=4)
jg12108.t1	GO:0032549-ribonucleoside binding(L=4)
jg12108.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12108.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11910.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg11910.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg11402.t1	GO:0003677-DNA binding(L=4)
jg12042.t1	GO:0001883-purine nucleoside binding(L=4)
jg12042.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg12042.t1	GO:0017076-purine nucleotide binding(L=4)
jg12042.t1	GO:0032549-ribonucleoside binding(L=4)
jg12042.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12042.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11412.t1	GO:0004842-ubiquitin-protein transferase activity(L=4)
jg11412.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg12019.t1	GO:0003677-DNA binding(L=4)
jg12438.t1	GO:0001883-purine nucleoside binding(L=4)
jg12438.t1	GO:0016301-kinase activity(L=4)
jg12438.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12438.t1	GO:0017076-purine nucleotide binding(L=4)
jg12438.t1	GO:0032549-ribonucleoside binding(L=4)
jg12438.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12438.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12494.t1	GO:0016811-hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides(L=4)
jg12494.t1	GO:0051287-NAD binding(L=4)
jg12494.t1	GO:0070403-NAD+ binding(L=4)
jg12229.t1	GO:0003723-RNA binding(L=4)
jg12191.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg12191.t1	GO:0015291-secondary active transmembrane transporter activity(L=4)
jg12469.t1	GO:0008168-methyltransferase activity(L=4)
jg12161.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg12161.t1	GO:0016899-oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor(L=4)
jg12161.t1	GO:0046872-metal ion binding(L=4)
jg12499.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg12499.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg12499.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg12499.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12499.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg12546.t1	GO:0016706-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(L=4)
jg12546.t1	GO:0016780-phosphotransferase activity, for other substituted phosphate groups(L=4)
jg12546.t1	GO:0031406-carboxylic acid binding(L=4)
jg12546.t1	GO:0031418-L-ascorbic acid binding(L=4)
jg12546.t1	GO:0046872-metal ion binding(L=4)
jg12407.t1	GO:0003723-RNA binding(L=4)
jg11771.t1	GO:0003677-DNA binding(L=4)
jg11771.t1	GO:0016868-intramolecular transferase activity, phosphotransferases(L=4)
jg11771.t1	GO:0046872-metal ion binding(L=4)
jg11729.t1	GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(L=4)
jg11729.t1	GO:0016706-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(L=4)
jg11729.t1	GO:0046872-metal ion binding(L=4)
jg12245.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg12245.t1	GO:0046872-metal ion binding(L=4)
jg11579.t1	GO:0001883-purine nucleoside binding(L=4)
jg11579.t1	GO:0003677-DNA binding(L=4)
jg11579.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg11579.t1	GO:0017076-purine nucleotide binding(L=4)
jg11579.t1	GO:0032549-ribonucleoside binding(L=4)
jg11579.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg11579.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11579.t1	GO:0046872-metal ion binding(L=4)
jg11643.t1	GO:0046872-metal ion binding(L=4)
jg12609.t1	GO:0001883-purine nucleoside binding(L=4)
jg12609.t1	GO:0017076-purine nucleotide binding(L=4)
jg12609.t1	GO:0032549-ribonucleoside binding(L=4)
jg12609.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12609.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12378.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg11724.t1	GO:0003723-RNA binding(L=4)
jg11724.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg11724.t1	GO:0046872-metal ion binding(L=4)
jg12573.t1	GO:0008168-methyltransferase activity(L=4)
jg11722.t1	GO:0031406-carboxylic acid binding(L=4)
jg12157.t1	GO:0001883-purine nucleoside binding(L=4)
jg12157.t1	GO:0016301-kinase activity(L=4)
jg12157.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12157.t1	GO:0017076-purine nucleotide binding(L=4)
jg12157.t1	GO:0032549-ribonucleoside binding(L=4)
jg12157.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12157.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12602.t1	GO:0008194-UDP-glycosyltransferase activity(L=4)
jg12602.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg12602.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg12163.t1	GO:0016763-transferase activity, transferring pentosyl groups(L=4)
jg12114.t1	GO:0003677-DNA binding(L=4)
jg11578.t1	GO:0004842-ubiquitin-protein transferase activity(L=4)
jg11578.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg11578.t1	GO:0046872-metal ion binding(L=4)
jg12374.t1	GO:0046872-metal ion binding(L=4)
jg12625.t1	GO:0001883-purine nucleoside binding(L=4)
jg12625.t1	GO:0008483-transaminase activity(L=4)
jg12625.t1	GO:0016882-cyclo-ligase activity(L=4)
jg12625.t1	GO:0017076-purine nucleotide binding(L=4)
jg12625.t1	GO:0032549-ribonucleoside binding(L=4)
jg12625.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12625.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12625.t1	GO:0046872-metal ion binding(L=4)
jg11523.t1	GO:0030414-peptidase inhibitor activity(L=4)
jg11523.t1	GO:0061135-endopeptidase regulator activity(L=4)
jg11414.t1	GO:0003723-RNA binding(L=4)
jg11414.t1	GO:0016301-kinase activity(L=4)
jg11414.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg11414.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
jg12206.t1	GO:0001883-purine nucleoside binding(L=4)
jg12206.t1	GO:0016301-kinase activity(L=4)
jg12206.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12206.t1	GO:0017076-purine nucleotide binding(L=4)
jg12206.t1	GO:0032549-ribonucleoside binding(L=4)
jg12206.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12206.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12140.t1	GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(L=4)
jg12140.t1	GO:0046872-metal ion binding(L=4)
jg11948.t1	GO:0046872-metal ion binding(L=4)
jg12049.t1	GO:0001883-purine nucleoside binding(L=4)
jg12049.t1	GO:0016301-kinase activity(L=4)
jg12049.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12049.t1	GO:0017076-purine nucleotide binding(L=4)
jg12049.t1	GO:0032549-ribonucleoside binding(L=4)
jg12049.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12049.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11816.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg11720.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg12386.t1	GO:0001883-purine nucleoside binding(L=4)
jg12386.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12386.t1	GO:0017076-purine nucleotide binding(L=4)
jg12386.t1	GO:0032549-ribonucleoside binding(L=4)
jg12386.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12386.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12386.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg12520.t1	GO:0004462-lactoylglutathione lyase activity(L=4)
jg12520.t1	GO:0008168-methyltransferase activity(L=4)
jg12520.t1	GO:0008483-transaminase activity(L=4)
jg12520.t1	GO:0016836-hydro-lyase activity(L=4)
jg12520.t1	GO:0031406-carboxylic acid binding(L=4)
jg12520.t1	GO:0046872-metal ion binding(L=4)
jg12104.t1	GO:0016717-oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water(L=4)
jg12104.t1	GO:0042389-omega-3 fatty acid desaturase activity(L=4)
jg11997.t1	GO:0001883-purine nucleoside binding(L=4)
jg11997.t1	GO:0003677-DNA binding(L=4)
jg11997.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg11997.t1	GO:0017076-purine nucleotide binding(L=4)
jg11997.t1	GO:0032549-ribonucleoside binding(L=4)
jg11997.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg11997.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11638.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg11638.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg12008.t1	GO:0016758-transferase activity, transferring hexosyl groups(L=4)
jg12197.t1	GO:0003723-RNA binding(L=4)
jg12197.t1	GO:0008168-methyltransferase activity(L=4)
jg12458.t1	GO:0001883-purine nucleoside binding(L=4)
jg12458.t1	GO:0015631-tubulin binding(L=4)
jg12458.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12458.t1	GO:0017076-purine nucleotide binding(L=4)
jg12458.t1	GO:0032549-ribonucleoside binding(L=4)
jg12458.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12458.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11953.t1	GO:0003677-DNA binding(L=4)
jg11953.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg11953.t1	GO:0015116-sulfate transmembrane transporter activity(L=4)
jg11536.t1	GO:0008168-methyltransferase activity(L=4)
jg11536.t1	GO:0046872-metal ion binding(L=4)
jg12612.t1	GO:0001883-purine nucleoside binding(L=4)
jg12612.t1	GO:0016301-kinase activity(L=4)
jg12612.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12612.t1	GO:0017076-purine nucleotide binding(L=4)
jg12612.t1	GO:0032549-ribonucleoside binding(L=4)
jg12612.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12612.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12062.t1	GO:0001883-purine nucleoside binding(L=4)
jg12062.t1	GO:0003723-RNA binding(L=4)
jg12062.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg12062.t1	GO:0016301-kinase activity(L=4)
jg12062.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12062.t1	GO:0017076-purine nucleotide binding(L=4)
jg12062.t1	GO:0032549-ribonucleoside binding(L=4)
jg12062.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12062.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12062.t1	GO:0046982-protein heterodimerization activity(L=4)
jg12460.t1	GO:0001883-purine nucleoside binding(L=4)
jg12460.t1	GO:0003723-RNA binding(L=4)
jg12460.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12460.t1	GO:0017076-purine nucleotide binding(L=4)
jg12460.t1	GO:0032549-ribonucleoside binding(L=4)
jg12460.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12460.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11487.t1	GO:0003677-DNA binding(L=4)
jg12346.t1	GO:0016616-oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(L=4)
jg12346.t1	GO:0016657-oxidoreductase activity, acting on NAD(P)H, nitrogenous group as acceptor(L=4)
jg12346.t1	GO:0046872-metal ion binding(L=4)
jg11947.t1	GO:0005342-organic acid transmembrane transporter activity(L=4)
jg11947.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg12371.t1	GO:0046872-metal ion binding(L=4)
jg12440.t1	GO:0046872-metal ion binding(L=4)
jg11482.t1	GO:0001883-purine nucleoside binding(L=4)
jg11482.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg11482.t1	GO:0017076-purine nucleotide binding(L=4)
jg11482.t1	GO:0032549-ribonucleoside binding(L=4)
jg11482.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg11482.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12578.t1	GO:0003723-RNA binding(L=4)
jg12134.t1	GO:0003677-DNA binding(L=4)
jg11878.t1	GO:0003723-RNA binding(L=4)
jg12069.t1	GO:0046872-metal ion binding(L=4)
jg12099.t1	GO:0008168-methyltransferase activity(L=4)
jg11447.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg11447.t1	GO:0046872-metal ion binding(L=4)
jg11447.t1	GO:2001070-starch binding(L=4)
jg11998.t1	GO:0004553-hydrolase activity, hydrolyzing O-glycosyl compounds(L=4)
jg12007.t1	GO:0003677-DNA binding(L=4)
jg12150.t1	GO:0001883-purine nucleoside binding(L=4)
jg12150.t1	GO:0003723-RNA binding(L=4)
jg12150.t1	GO:0010329-auxin efflux transmembrane transporter activity(L=4)
jg12150.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg12150.t1	GO:0016706-oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors(L=4)
jg12150.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12150.t1	GO:0016820-hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances(L=4)
jg12150.t1	GO:0017076-purine nucleotide binding(L=4)
jg12150.t1	GO:0031406-carboxylic acid binding(L=4)
jg12150.t1	GO:0031418-L-ascorbic acid binding(L=4)
jg12150.t1	GO:0032549-ribonucleoside binding(L=4)
jg12150.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12150.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12150.t1	GO:0046872-metal ion binding(L=4)
jg12150.t1	GO:0080161-auxin transmembrane transporter activity(L=4)
jg12182.t1	GO:0003677-DNA binding(L=4)
jg11772.t1	GO:0003723-RNA binding(L=4)
jg11772.t1	GO:0004518-nuclease activity(L=4)
jg11772.t1	GO:0046872-metal ion binding(L=4)
jg11911.t1	GO:0003723-RNA binding(L=4)
jg11950.t1	GO:0008168-methyltransferase activity(L=4)
jg12419.t1	GO:0001883-purine nucleoside binding(L=4)
jg12419.t1	GO:0016818-hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides(L=4)
jg12419.t1	GO:0017076-purine nucleotide binding(L=4)
jg12419.t1	GO:0032549-ribonucleoside binding(L=4)
jg12419.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12419.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11452.t1	GO:0003677-DNA binding(L=4)
jg12409.t1	GO:0046872-metal ion binding(L=4)
jg11633.t1	GO:0001883-purine nucleoside binding(L=4)
jg11633.t1	GO:0016836-hydro-lyase activity(L=4)
jg11633.t1	GO:0017076-purine nucleotide binding(L=4)
jg11633.t1	GO:0032549-ribonucleoside binding(L=4)
jg11633.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg11633.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12059.t1	GO:0004842-ubiquitin-protein transferase activity(L=4)
jg12059.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg12059.t1	GO:0046872-metal ion binding(L=4)
jg12227.t1	GO:0008168-methyltransferase activity(L=4)
jg11691.t1	GO:0003723-RNA binding(L=4)
jg11691.t1	GO:0045330-aspartyl esterase activity(L=4)
jg11691.t1	GO:0052689-carboxylic ester hydrolase activity(L=4)
jg12442.t1	GO:0016702-oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen(L=4)
jg12442.t1	GO:0046872-metal ion binding(L=4)
jg12030.t1	GO:0004842-ubiquitin-protein transferase activity(L=4)
jg12030.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg12535.t1	GO:0003677-DNA binding(L=4)
jg11516.t1	GO:0016747-transferase activity, transferring acyl groups other than amino-acyl groups(L=4)
jg11516.t1	GO:0046872-metal ion binding(L=4)
jg12160.t1	GO:0003723-RNA binding(L=4)
jg12160.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg12160.t1	GO:0046872-metal ion binding(L=4)
jg12041.t1	GO:0001883-purine nucleoside binding(L=4)
jg12041.t1	GO:0016881-acid-amino acid ligase activity(L=4)
jg12041.t1	GO:0017076-purine nucleotide binding(L=4)
jg12041.t1	GO:0032549-ribonucleoside binding(L=4)
jg12041.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12041.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12076.t1	GO:0003723-RNA binding(L=4)
jg12076.t1	GO:0016779-nucleotidyltransferase activity(L=4)
jg11458.t1	GO:0046872-metal ion binding(L=4)
jg12152.t1	GO:0003677-DNA binding(L=4)
jg12487.t1	GO:0016831-carboxy-lyase activity(L=4)
jg11750.t1	GO:0003677-DNA binding(L=4)
jg11847.t1	GO:0042578-phosphoric ester hydrolase activity(L=4)
jg11847.t1	GO:0046872-metal ion binding(L=4)
jg12172.t1	GO:0001883-purine nucleoside binding(L=4)
jg12172.t1	GO:0008236-serine-type peptidase activity(L=4)
jg12172.t1	GO:0017076-purine nucleotide binding(L=4)
jg12172.t1	GO:0032549-ribonucleoside binding(L=4)
jg12172.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg12172.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg12172.t1	GO:0070011-peptidase activity, acting on L-amino acid peptides(L=4)
jg11531.t1	GO:0001883-purine nucleoside binding(L=4)
jg11531.t1	GO:0017076-purine nucleotide binding(L=4)
jg11531.t1	GO:0032549-ribonucleoside binding(L=4)
jg11531.t1	GO:0032555-purine ribonucleotide binding(L=4)
jg11531.t1	GO:0035639-purine ribonucleoside triphosphate binding(L=4)
jg11531.t1	GO:0046872-metal ion binding(L=4)
jg11892.t1	GO:0003677-DNA binding(L=4)
jg12422.t1	GO:0000982-transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding(L=4)
jg12422.t1	GO:0001067-regulatory region nucleic acid binding(L=4)
jg12422.t1	GO:0001228-transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding(L=4)
jg12422.t1	GO:0001883-purine nucleoside binding(L=4)
jg12422.t1	GO:0003677-DNA binding(L=4)
jg12422.t1	GO:0004518-nuclease activity(L=4)
jg12422.t1	GO:0005034-osmosensor activity(L=4)
jg12422.t1	GO:0005548-phospholipid transporter activity(L=4)
jg12422.t1	GO:0008168-methyltransferase activity(L=4)
jg12422.t1	GO:0008483-transaminase activity(L=4)
jg12422.t1	GO:0009883-red or far-red light photoreceptor activity(L=4)
jg12422.t1	GO:0009884-cytokinin receptor activity(L=4)
jg12422.t1	GO:0015075-ion transmembrane transporter activity(L=4)
jg12422.t1	GO:0015267-channel activity(L=4)
jg12422.t1	GO:0015399-primary active transmembrane transporter activity(L=4)
jg12422.t1	GO:0016301-kinase activity(L=4)
jg12422.t1	GO:0016773-phosphotransferase activity, alcohol group as acceptor(L=4)
jg12422.t1	GO:0016775-phosphotransferase activity, nitrogenous group as acceptor(L=4)
