#node	identifier	domain_summary_url	annotation	other_names_and_aliases
PP1S116_54V6.1	3218.PP1S116_54V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=643:Pfam_DUF3523(50|320)+AAA(394|527)+	Predicted protein; Belongs to the AAA ATPase family	5932827,A9ST98,A9ST98_PHYPA,EDQ65563.1,PHYPADRAFT_188218,PP1S116_54V6,PP1S116_54V6.1,PUT-163a-Physcomitrella_patens-10564,PUT-163a-Physcomitrella_patens-27648,PUT-163a-Physcomitrella_patens-29849,Ppa.11132,Predicted protein,UPI00016232B6,XM_001769518,XM_001769518.1,XP_001769570,XP_001769570.1,ppp:PHYPADRAFT_188218
PP1S116_56V6.2	3218.PP1S116_56V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=498:Pfam_Pyr_redox_3(150|337)+Pfam_Pyr_redox_dim(373|483)+	Predicted protein; Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family	1.8.1.7,5932794,A9STA0,A9STA0_PHYPA,EC 1.8.1.7,EDQ65564.1,PHYPADRAFT_215547,PP1S116_56V6,PP1S116_56V6.1,PP1S116_56V6.2,PP1S116_56V6.3,PUT-163a-Physcomitrella_patens-11754637,PUT-163a-Physcomitrella_patens-30175,PUT-163a-Physcomitrella_patens-30176,PUT-163a-Physcomitrella_patens-37224,PWY-4081,Ppa.8352,Predicted protein,UPI00016232B8,XM_001769519,XM_001769519.1,XP_001769571,XP_001769571.1,ppp:PHYPADRAFT_215547
PP1S116_98V6.1	3218.PP1S116_98V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=348:S_TKc(15|271)+	Predicted protein; Belongs to the protein kinase superfamily	2.7.11.1,5932836,A9STB4,A9STB4_PHYPA,EC 2.7.11.1,EDQ65572.1,PHYPADRAFT_106968,PP1S116_98V6,PP1S116_98V6.1,PUT-163a-Physcomitrella_patens-27453,PUT-163a-Physcomitrella_patens-31100,PUT-163a-Physcomitrella_patens-31101,Ppa.16070,Ppa.9873,Predicted protein,UPI000162333A,XM_001769527,XM_001769527.1,XP_001769579,XP_001769579.1,ppp:PHYPADRAFT_106968
PP1S118_207V6.1	3218.PP1S118_207V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=280:Pfam_MIP(30|258)+	Predicted protein; Belongs to the MIP/aquaporin (TC 1.A.8) family	5933067,5933069,A9SU06,A9SU06_PHYPA,PHYPADRAFT_135286,PHYPADRAFT_83986,PP1S118_207V6,PP1S118_207V6.1,Predicted protein,XP_001769800,XP_001769800.1,XP_001769802.1,ppp:PHYPADRAFT_83986
PP1S119_115V6.1	3218.PP1S119_115V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=79:Pfam_ATP-synt_Eps(15|63)+	Predicted protein	5933125,A9SUA2,A9SUA2_PHYPA,EDQ65302.1,PHYPADRAFT_166595,PP1S119_115V6,PP1S119_115V6.1,PUT-163a-Physcomitrella_patens-49270,PUT-163a-Physcomitrella_patens-7510,Ppa.7114,Predicted protein,UPI000162411D,XM_001769890,XM_001769890.1,XP_001769942,XP_001769942.1,ppp:PHYPADRAFT_166595
PP1S11_174V6.1	3218.PP1S11_174V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=379:Pfam_DAO(8|346)+	Predicted protein	5917135,A9RIJ1,A9RIJ1_PHYPA,EDQ81306.1,PHYPADRAFT_66591,PP1S11_174V6,PP1S11_174V6.1,Predicted protein,UPI000161F90A,XM_001753932,XM_001753932.1,XP_001753984,XP_001753984.1,ppp:PHYPADRAFT_66591
PP1S120_139V6.3	3218.PP1S120_139V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=567:COIL(438|502)+	Predicted protein	5933216,A9SUK7,A9SUK7_PHYPA,EDQ65229.1,PHYPADRAFT_215892,PP1S120_139V6,PP1S120_139V6.1,PP1S120_139V6.2,PP1S120_139V6.3,PP1S120_139V6.4,PUT-163a-Physcomitrella_patens-12290,PUT-163a-Physcomitrella_patens-21461,PUT-163a-Physcomitrella_patens-21462,PUT-163a-Physcomitrella_patens-21545,Ppa.3184,Predicted protein,UPI00016236EF,XM_001770001,XM_001770001.1,XP_001770053,XP_001770053.1,ppp:PHYPADRAFT_215892
PP1S124_23V6.1	3218.PP1S124_23V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=411:HLH(182|231)+	Predicted protein	5933518,A9SVD4,A9SVD4_PHYPA,EDQ64802.1,PHYPADRAFT_166771,PP1S124_23V6,PP1S124_23V6.1,PUT-163a-Physcomitrella_patens-18633,PUT-163a-Physcomitrella_patens-34084,PUT-163a-Physcomitrella_patens-38538,Ppa.10242,Predicted protein,UPI0001623A18,XM_001770260,XM_001770260.1,XP_001770312,XP_001770312.1,ppp:PHYPADRAFT_166771
PP1S127_21V6.1	3218.PP1S127_21V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=201:TRANS(4|26)+Pfam_DUF1218(59|158)+	Predicted protein	5933831,A9SW36,A9SW36_PHYPA,EDQ64548.1,PHYPADRAFT_84743,PP1S127_21V6,PP1S127_21V6.1,PUT-163a-Physcomitrella_patens-8173,Predicted protein,UPI0001623920,XM_001770513,XM_001770513.1,XP_001770565,XP_001770565.1,ppp:PHYPADRAFT_84743
PP1S127_22V6.1	3218.PP1S127_22V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=734:Pfam_RSN1_TM(6|168)+Pfam_PHM7_cyt(189|356)+Pfam_RSN1_7TM(367|645)+TRANS(650|669)+	Predicted protein	5933850,A9SW37,A9SW37_PHYPA,EDQ64595.1,PHYPADRAFT_84744,PP1S127_22V6,PP1S127_22V6.1,Predicted protein,UPI0001623921,XM_001770560,XM_001770560.1,XP_001770612,XP_001770612.1,ppp:PHYPADRAFT_84744
PP1S127_31V6.1	3218.PP1S127_31V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=963:IBN_N(29|107)+Pfam_Cse1(162|528)+Pfam_CAS_CSE1(529|954)+	Predicted protein	5933793,A9SW41,A9SW41_PHYPA,EDQ64597.1,PHYPADRAFT_84750,PP1S127_31V6,PP1S127_31V6.1,PUT-163a-Physcomitrella_patens-46003,Predicted protein,UPI0001623A1D,XM_001770562,XM_001770562.1,XP_001770614,XP_001770614.1,ppp:PHYPADRAFT_84750
PP1S128_127V6.1	3218.PP1S128_127V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=328:Pfam_ADH_N(27|91)+Pfam_ADH_zinc_N_2(183|323)+	Predicted protein	5933887,A9SWH3,A9SWH3_PHYPA,EDQ64499.1,PHYPADRAFT_233029,PP1S128_127V6,PP1S128_127V6.1,PUT-163a-Physcomitrella_patens-15590,PUT-163a-Physcomitrella_patens-45114,PUT-163a-Physcomitrella_patens-45199,PUT-163a-Physcomitrella_patens-45200,PUT-163a-Physcomitrella_patens-45201,Ppa.19283,Ppa.19468,Ppa.3028,Predicted protein,UPI0001624148,XM_001770623,XM_001770623.1,XP_001770675,XP_001770675.1,ppp:PHYPADRAFT_233029
PP1S128_91V6.1	3218.PP1S128_91V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=553:SIGNAL(1|32)+Pfam_PA(69|178)+TRANS(202|224)+PSN(255|522)+	Predicted protein	3.4.23.-,5933876,A9SWG3,A9SWG3_PHYPA,EC 3.4.23.-,EDQ64492.1,PHYPADRAFT_189081,PP1S128_91V6,PP1S128_91V6.1,PUT-163a-Physcomitrella_patens-32794,PUT-163a-Physcomitrella_patens-41599,Ppa.5649,Predicted protein,UPI000162405B,XM_001770616,XM_001770616.1,XP_001770668,XP_001770668.1,ppp:PHYPADRAFT_189081
PP1S129_118V6.3	3218.PP1S129_118V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=548:Pfam_MFS_1(111|466)+	Predicted protein; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	5933971,A9SWL4,A9SWL4_PHYPA,EDQ64448.1,PHYPADRAFT_189127,PP1S129_118V6,PP1S129_118V6.1,PP1S129_118V6.2,PP1S129_118V6.3,PP1S129_118V6.4,PUT-163a-Physcomitrella_patens-42754638,PUT-163a-Physcomitrella_patens-42824,PUT-163a-Physcomitrella_patens-42825,Ppa.4094,Predicted protein,UPI0001624351,XM_001770714,XM_001770714.1,XP_001770766,XP_001770766.1,ppp:PHYPADRAFT_189127
PP1S12_395V6.1	3218.PP1S12_395V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=493:Pfam_Ammonium_transp(29|453)+	Ammonium transporter	5917372,A9RJE5,A9RJE5_PHYPA,Ammonium transporter,EDQ81139.1,PHYPADRAFT_175474,PP1S12_395V6,PP1S12_395V6.1,PUT-163a-Physcomitrella_patens-3621,PUT-163a-Physcomitrella_patens-9555,Ppa.6667,Predicted protein,UPI000161F9D3,XM_001754186,XM_001754186.1,XP_001754238,XP_001754238.1,ppp:PHYPADRAFT_175474
PP1S130_191V6.1	3218.PP1S130_191V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=566:Pfam_FAD_binding_4(91|199)+	Predicted protein	1.3.1.-,1.3.1.72,5934006,A9SWY7,A9SWY7_PHYPA,EC 1.3.1.-,EC 1.3.1.72,EDQ64335.1,PHYPADRAFT_234317,PP1S130_191V6,PP1S130_191V6.1,PP1S130_191V6.2,PP1S130_191V6.3,PUT-163a-Physcomitrella_patens-13879,PUT-163a-Physcomitrella_patens-44257,PUT-163a-Physcomitrella_patens-9143,PUT-163a-Physcomitrella_patens-9144,Ppa.2517,Predicted protein,UPI000162382A,XM_001770759,XM_001770759.1,XP_001770811,XP_001770811.1,ppp:PHYPADRAFT_234317
PP1S130_275V6.1	3218.PP1S130_275V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=530:TRANS(113|135)+Pfam_SLT_2(211|515)+	Predicted protein	5934029,A9SWS1,A9SWS1_PHYPA,EDQ64350.1,PHYPADRAFT_234332,PP1S130_275V6,PP1S130_275V6.1,PUT-163a-Physcomitrella_patens-17921,PUT-163a-Physcomitrella_patens-48655,Ppa.1589,Predicted protein,UPI0001623A34,XM_001770774,XM_001770774.1,XP_001770826,XP_001770826.1,ppp:PHYPADRAFT_234332
PP1S131_104V6.1	3218.PP1S131_104V6.1	http://smart.embl.de/smart/DDt.cgi?smart=214:	Predicted protein	5934096,A9SX44,A9SX44_PHYPA,DS545020,EDQ64231.1,PHYPADRAFT_189327,PP1S131_104V6,PP1S131_104V6.1,PUT-163a-Physcomitrella_patens-17674,PUT-163a-Physcomitrella_patens-39216,Ppa.5776,Predicted protein,UPI0001623E50,XM_001770849,XM_001770849.1,XP_001770901,XP_001770901.1,ppp:PHYPADRAFT_189327
PP1S131_107V6.1	3218.PP1S131_107V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=1074:Pfam_Sucrose_synth(160|435)+Pfam_Glyco_trans_1_4(483|641)+Pfam_S6PP(813|1047)+	Predicted protein; Sucrose-phosphate synthase 1 	2.4.1.14,5934098,A9SX46,AAZ85399.1,DQ157858,EC 2.4.1.14,EDQ64282.1,PHYPADRAFT_216637,PP1S131_107V6,PP1S131_107V6.1,PUT-163a-Physcomitrella_patens-43553,Ppa.4905,Predicted protein,Predicted protein; Sucrose-phosphate synthase 1,Q3Y544,Q3Y544_PHYPA,Sucrose-phosphate synthase 1,UPI00005AB1AF,XM_001770900,XM_001770900.1,XP_001770952,XP_001770952.1,ppp:PHYPADRAFT_216637
PP1S131_25V6.1	3218.PP1S131_25V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=273:TRANS(40|59)+TRANS(69|87)+TRANS(107|129)+TRANS(219|241)+	Predicted protein	5934126,A9SX08,A9SX08_PHYPA,EDQ64261.1,PHYPADRAFT_189292,PP1S131_25V6,PP1S131_25V6.1,PUT-163a-Physcomitrella_patens-17003,Ppa.1918,Predicted protein,UPI0001623C39,XM_001770879,XM_001770879.1,XP_001770931,XP_001770931.1,ppp:PHYPADRAFT_189292
PP1S131_74V6.1	3218.PP1S131_74V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=386:PINT(272|365)+	Predicted protein	5934140,A9SX33,A9SX33_PHYPA,EDQ64275.1,PHYPADRAFT_189316,PP1S131_74V6,PP1S131_74V6.1,PUT-163a-Physcomitrella_patens-36649,PUT-163a-Physcomitrella_patens-36684,Ppa.5710,Predicted protein,UPI0001623D54,XM_001770893,XM_001770893.1,XP_001770945,XP_001770945.1,ppp:PHYPADRAFT_189316
PP1S136_223V6.1	3218.PP1S136_223V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=332:TRANS(7|24)+Pfam_Lipase_3(103|243)+	Predicted protein	5934486,A9SYB9,A9SYB9_PHYPA,EDQ63915.1,PHYPADRAFT_189740,PP1S136_223V6,PP1S136_223V6.1,PUT-163a-Physcomitrella_patens-13530,Predicted protein,UPI0001623A53,XP_001771355,XP_001771355.1,ppp:PHYPADRAFT_189740
PP1S136_224V6.1	3218.PP1S136_224V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=398:Pfam_Peptidase_M23(289|388)+	Predicted protein	5934563,A9SYC0,A9SYC0_PHYPA,EDQ63880.1,PHYPADRAFT_234475,PP1S136_224V6,PP1S136_224V6.1,PUT-163a-Physcomitrella_patens-554637,PUT-163a-Physcomitrella_patens-5917,PUT-163a-Physcomitrella_patens-654639,Ppa.6450,Predicted protein,UPI0001623A54,XM_001771268,XM_001771268.1,XP_001771320,XP_001771320.1,ppp:PHYPADRAFT_234475
PP1S137_194V6.1	3218.PP1S137_194V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=257:14_3_3(6|249)+	Predicted protein; Belongs to the 14-3-3 family	5934608,A9SYH4,A9SYH4_PHYPA,EDQ63775.1,PHYPADRAFT_189801,PP1S137_194V6,PP1S137_194V6.1,PUT-163a-Physcomitrella_patens-47538,PUT-163a-Physcomitrella_patens-74054640,PUT-163a-Physcomitrella_patens-74054641,PUT-163a-Physcomitrella_patens-74154632,Ppa.6112,Ppa.8096,Predicted protein,UPI0001623D7A,XM_001771333,XM_001771333.1,XP_001771385,XP_001771385.1,ppp:PHYPADRAFT_189801
PP1S137_232V6.1	3218.PP1S137_232V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=256:14_3_3(6|249)+	Predicted protein; Belongs to the 14-3-3 family	5934643,A9SYJ1,A9SYJ1_PHYPA,EDQ63826.1,PHYPADRAFT_234509,PP1S137_232V6,PP1S137_232V6.1,PUT-163a-Physcomitrella_patens-5273,PUT-163a-Physcomitrella_patens-60254638,Ppa.5714,Ppa.9994,Predicted protein,UPI0001623E72,XM_001771384,XM_001771384.1,XP_001771436,XP_001771436.1,ppp:PHYPADRAFT_234509
PP1S138_83V6.1	3218.PP1S138_83V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=230:Pfam_Ribosomal_L6(61|132)+Pfam_Ribosomal_L6(140|215)+	Predicted protein; Belongs to the universal ribosomal protein uL6 family	5934672,A9SYQ3,A9SYQ3_PHYPA,EDQ63722.1,PHYPADRAFT_110132,PP1S138_83V6,PP1S138_83V6.1,PUT-163a-Physcomitrella_patens-39508,PUT-163a-Physcomitrella_patens-59054638,PUT-163a-Physcomitrella_patens-59054640,PUT-163a-Physcomitrella_patens-59054641,Ppa.9577,Predicted protein,UPI000162426E,XM_001771470,XM_001771470.1,XP_001771522,XP_001771522.1,ppp:PHYPADRAFT_110132
PP1S140_63V6.1	3218.PP1S140_63V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=257:14_3_3(5|248)+	Predicted protein; Belongs to the 14-3-3 family	5934844,A9SZ47,A9SZ47_PHYPA,EDQ63536.1,PHYPADRAFT_217333,PP1S140_63V6,PP1S140_63V6.1,PUT-163a-Physcomitrella_patens-32161,PUT-163a-Physcomitrella_patens-47154641,PUT-163a-Physcomitrella_patens-47254638,Ppa.12469,Ppa.8126,Predicted protein,UPI0000043D8D,XM_001771570,XM_001771570.1,XP_001771622,XP_001771622.1,ppp:PHYPADRAFT_217333
PP1S141_31V6.1	3218.PP1S141_31V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=174:Pfam_DUF538(54|163)+	Predicted protein	5934895,A9SZ96,A9SZ96_PHYPA,EDQ63451.1,PHYPADRAFT_217393,PP1S141_31V6,PP1S141_31V6.1,PUT-163a-Physcomitrella_patens-21354641,PUT-163a-Physcomitrella_patens-21454632,Ppa.1891,Predicted protein,UPI0001623E84,XM_001771616,XM_001771616.1,XP_001771668,XP_001771668.1,ppp:PHYPADRAFT_217393
PP1S143_11V6.1	3218.PP1S143_11V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=157:RRM(46|119)+	Predicted protein	5935081,A9SZQ9,A9SZQ9_PHYPA,EDQ63314.1,PHYPADRAFT_167311,PP1S143_11V6,PP1S143_11V6.1,PP1S143_11V6.2,PUT-163a-Physcomitrella_patens-22269,Ppa.10657,Predicted protein,UPI0001623A69,UPI00024AEB95,XM_001771833,XM_001771833.1,XP_001771885,XP_001771885.1,ppp:PHYPADRAFT_167311
PP1S143_52V6.1	3218.PP1S143_52V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=475:BBOX(24|71)+Pfam_CCT(428|471)+	Predicted protein	5935128,A9SZT1,A9SZT1_PHYPA,EDQ63325.1,PHYPADRAFT_167322,PP1S143_52V6,PP1S143_52V6.1,PP1S143_52V6.2,PUT-163a-Physcomitrella_patens-13207,PUT-163a-Physcomitrella_patens-23435,PUT-163a-Physcomitrella_patens-48907,Ppa.1323,Predicted protein,UPI0001623B83,UPI00024AED1E,XM_001771844,XM_001771844.1,XP_001771896,XP_001771896.1,ppp:PHYPADRAFT_167322
PP1S144_37V6.1	3218.PP1S144_37V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=208:Pfam_Ribosomal_L19e(3|146)+	Ribosomal protein L19 ; Belongs to the eukaryotic ribosomal protein eL19 family	5915559,5935140,A9RDS2,A9RDS2_PHYPA,A9T000,A9T000_PHYPA,EDQ63188.1,EDQ82915.1,PHYPADRAFT_190288,PHYPADRAFT_36400,PP1S144_37V6,PP1S144_37V6.1,PUT-163a-Physcomitrella_patens-17471,PUT-163a-Physcomitrella_patens-3454632,PUT-163a-Physcomitrella_patens-51459,PUT-163a-Physcomitrella_patens-53853,Ppa.3588,Ribosomal protein L19,UPI00016240A7,XM_001771875,XM_001771875.1,XP_001752182.1,XP_001771927,XP_001771927.1,ppp:PHYPADRAFT_190288
PP1S144_44V6.5	3218.PP1S144_44V6.5	https://smart.embl.de/smart/DDvec.cgi?smart=330:Pfam_Zip(23|327)+	ZIP family transporter 	5935200,A9T004,A9T004_PHYPA,EDQ63192.1,PHYPADRAFT_110147,PP1S144_44V6,PP1S144_44V6.1,PP1S144_44V6.2,PP1S144_44V6.3,PP1S144_44V6.4,PP1S144_44V6.5,PP1S144_44V6.6,PP1S144_44V6.7,PP1S144_44V6.8,PUT-163a-Physcomitrella_patens-10097,PUT-163a-Physcomitrella_patens-24298,PUT-163a-Physcomitrella_patens-36008,PUT-163a-Physcomitrella_patens-38573,PUT-163a-Physcomitrella_patens-38574,PUT-163a-Physcomitrella_patens-38576,PUT-163a-Physcomitrella_patens-38630,PUT-163a-Physcomitrella_patens-38631,PUT-163a-Physcomitrella_patens-43787,PUT-163a-Physcomitrella_patens-54361,Ppa.10100,UPI00016240AB,XP_001771931,XP_001771931.1,ZIP family transporter,ppp:PHYPADRAFT_110147
PP1S145_135V6.1	3218.PP1S145_135V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=221:Pfam_TENA_THI-4(11|217)+	Predicted protein	3.5.1.-,3.5.99.-,5935247,A9T0E2,A9T0E2_PHYPA,EC 3.5.1.-,EC 3.5.99.-,EDQ63121.1,PHYPADRAFT_107287,PP1S145_135V6,PP1S145_135V6.1,PUT-163a-Physcomitrella_patens-32230,Ppa.7834,Predicted protein,UPI0001623A7E,XM_001771988,XM_001771988.1,XP_001772040,XP_001772040.1,ppp:PHYPADRAFT_107287
PP1S145_164V6.1	3218.PP1S145_164V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=559:Pfam_iPGM_N(100|323)+	Predicted protein	5.4.2.12,5935294,A9T0F6,A9T0F6_PHYPA,EC 5.4.2.12,EDQ63132.1,PHYPADRAFT_190421,PP1S145_164V6,PP1S145_164V6.1,PP1S145_164V6.2,PUT-163a-Physcomitrella_patens-19470,PUT-163a-Physcomitrella_patens-25830,PUT-163a-Physcomitrella_patens-25865,Ppa.466,Predicted protein,UPI0001623B85,UPI00024AE20B,XM_001771999,XM_001771999.1,XP_001772051,XP_001772051.1,ppp:PHYPADRAFT_190421
PP1S145_173V6.1	3218.PP1S145_173V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=388:Pfam_DJ-1_PfpI(5|188)+Pfam_DJ-1_PfpI(198|381)+	Predicted protein	4.2.1.130,5935300,A9T0G4,A9T0G4_PHYPA,C56.001,EC 4.2.1.130,EDQ63138.1,PHYPADRAFT_217723,PP1S145_173V6,PP1S145_173V6.1,PUT-163a-Physcomitrella_patens-3335,PUT-163a-Physcomitrella_patens-43920,PUT-163a-Physcomitrella_patens-5520,Ppa.6720,Predicted protein,UPI0001623B8D,XM_001772005,XM_001772005.1,XP_001772057,XP_001772057.1,ppp:PHYPADRAFT_217723
PP1S149_39V6.3	3218.PP1S149_39V6.3	https://smart.embl.de/smart/DDvec.cgi?smart=375:S_TKc(39|325)+	Mitogen-activated protein kinase	2.7.11.24,5935617,A9T142,A9T142_PHYPA,EC 2.7.11.24,EDQ62847.1,Mitogen-activated protein kinase,PHYPADRAFT_217865,PP1S149_39V6,PP1S149_39V6.1,PP1S149_39V6.2,PP1S149_39V6.3,PUT-163a-Physcomitrella_patens-33957,PUT-163a-Physcomitrella_patens-39213,Ppa.3323,Ppa.8890,Predicted protein,UPI0001623B97,XM_001772324,XM_001772324.1,XP_001772376,XP_001772376.1,ppp:PHYPADRAFT_217865
PP1S14_31V6.1	3218.PP1S14_31V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=198:Ribosomal_S4(8|108)+S4(109|167)+	Predicted protein; Belongs to the universal ribosomal protein uS4 family	5917828,A9RKT7,A9RKT7_PHYPA,EDQ80466.1,PHYPADRAFT_203236,PP1S14_31V6,PP1S14_31V6.1,PP1S14_31V6.2,PUT-163a-Physcomitrella_patens-22654633,PUT-163a-Physcomitrella_patens-48254640,Ppa.201,Predicted protein,UPI000161F9F3,UPI00024AB479,XM_001754444,XM_001754444.1,XP_001754496,XP_001754496.1,ppp:PHYPADRAFT_203236
PP1S152_133V6.1	3218.PP1S152_133V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=93:Pfam_Ribosomal_L37e(2|54)+	Ribosomal protein L37; Binds to the 23S rRNA	5935791,5940685,A9T1V8,A9T1V8_PHYPA,A9TFX4,A9TFX4_PHYPA,DS545111,EDQ57692.1,EDQ62653.1,PHYPADRAFT_218100,PHYPADRAFT_9441,PP1S152_133V6,PP1S152_133V6.1,PUT-163a-Physcomitrella_patens-40054641,Ppa.78,Predicted protein,Ribosomal protein L37,UPI00016239A6,XM_001772559,XM_001772559.1,XP_001772611,XP_001772611.1,XP_001777517.1,ppp:PHYPADRAFT_218100
PP1S152_72V6.2	3218.PP1S152_72V6.2	https://smart.embl.de/smart/DDvec.cgi?smart=689:TRANS(13|32)+Pfam_Cu_amine_oxidN2(58|143)+Pfam_Cu_amine_oxidN3(149|248)+Pfam_Cu_amine_oxid(271|688)+	Amine oxidase 	1.4.3.21,5935817,A9T1S3,A9T1S3_PHYPA,Amine oxidase,EC 1.4.3.21,EDQ62578.1,PHYPADRAFT_190773,PP1S152_72V6,PP1S152_72V6.1,PP1S152_72V6.2,PUT-163a-Physcomitrella_patens-42254635,PUT-163a-Physcomitrella_patens-42595,PWY-5751,Ppa.12518,UPI0001623789,XM_001772484,XM_001772484.1,XP_001772536,XP_001772536.1,ppp:PHYPADRAFT_190773
PP1S152_7V6.1	3218.PP1S152_7V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=195:Pfam_Ribosomal_S7e(8|189)+	40S ribosomal protein S7; Belongs to the eukaryotic ribosomal protein eS7 family	40S ribosomal protein S7,5935755,A9T1N9,A9T1N9_PHYPA,EDQ62564.1,PHYPADRAFT_86905,PP1S152_7V6,PP1S152_7V6.1,PUT-163a-Physcomitrella_patens-14942,PUT-163a-Physcomitrella_patens-37291,PUT-163a-Physcomitrella_patens-4791,PUT-163a-Physcomitrella_patens-52254637,PUT-163a-Physcomitrella_patens-52254638,PUT-163a-Physcomitrella_patens-6296,Ppa.227,Predicted protein,UPI0001623684,XM_001772470,XM_001772470.1,XP_001772522,XP_001772522.1,ppp:PHYPADRAFT_86905
PP1S153_72V6.1	3218.PP1S153_72V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=425:Pfam_FBPase(90|291)+	Predicted protein; Belongs to the FBPase class 1 family	3.1.3.11,5935888,5IZ1,A9T230,A9T230_PHYPA,EC 3.1.3.11,EDQ62542.1,PHYPADRAFT_233069,PP1S153_72V6,PP1S153_72V6.1,PUT-163a-Physcomitrella_patens-1454636,PUT-163a-Physcomitrella_patens-21314,PUT-163a-Physcomitrella_patens-854636,Ppa.4182,Predicted protein,UPI0001623CB2,XM_001772626,XM_001772626.1,XP_001772678,XP_001772678.1,ppp:PHYPADRAFT_233069
PP1S154_125V6.1	3218.PP1S154_125V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=98:Sm(5|74)+	Predicted protein	5935973,A9T2B0,A9T2B0_PHYPA,EDQ62445.1,PHYPADRAFT_167674,PP1S154_125V6,PP1S154_125V6.1,PUT-163a-Physcomitrella_patens-53038,Ppa.3672,Predicted protein,UPI00016243CD,XM_001772679,XM_001772679.1,XP_001772731,XP_001772731.1,ppp:PHYPADRAFT_167674
PP1S154_69V6.1	3218.PP1S154_69V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=553:Pfam_ATP-synt_ab_N(86|152)+AAA(221|415)+	ATP synthase subunit beta; Produces ATP from ADP in the presence of a proton gradient across the membrane	3.6.3.14,5935938,A9T281,A9T281_PHYPA,ATP synthase subunit beta,EC 3.6.3.14,EDQ62468.1,PHYPADRAFT_218214,PP1S154_69V6,PP1S154_69V6.1,PUT-163a-Physcomitrella_patens-12578,PUT-163a-Physcomitrella_patens-22643,PUT-163a-Physcomitrella_patens-24410,PUT-163a-Physcomitrella_patens-31154632,PUT-163a-Physcomitrella_patens-31154633,PUT-163a-Physcomitrella_patens-31154634,PUT-163a-Physcomitrella_patens-3300,PUT-163a-Physcomitrella_patens-3326,PUT-163a-Physcomitrella_patens-34154637,PUT-163a-Physcomitrella_patens-34154639,PUT-163a-Physcomitrella_patens-34154641,PUT-163a-Physcomitrella_patens-34254632,PUT-163a-Physcomitrella_patens-34254633,PUT-163a-Physcomitrella_patens-47754635,PUT-163a-Physcomitrella_patens-47754640,Ppa.2728,UPI00016241C7,XM_001772702,XM_001772702.1,XP_001772754,XP_001772754.1,ppp:PHYPADRAFT_218214
PP1S157_44V6.1	3218.PP1S157_44V6.1	https://smart.embl.de/smart/DDvec.cgi?smart=147:Pfam_Tim17(25|141)+	Predicted protein	5936156,A9T2Y3,A9T2Y3_PHYPA,EDQ62214.1,PHYPADRAFT_218423,PP1S157_44V6,PP1S157_44V6.1,PP1S157_44V6.2,PP1S157_44V6.3,PP1S157_44V6.4,PUT-163a-Physcomitrella_patens-19498,PUT-163a-Physcomitrella_patens-3654641,PUT-163a-Physcomitrella_patens-40806,PUT-163a-Physcomitrella_patens-47931,PUT-163a-Physcomitrella_patens-71954634,PUT-163a-Physcomitrella_patens-72754632,Ppa.6942,Predicted protein,UPI0001623ED7,XM_001772937,XM_001772937.1,XP_001772989,XP_001772989.1,ppp:PHYPADRAFT_218423
